hyena_ID,date_sampling,sample_ID.x,module,sub_module,clan,sex,birthdate,age_sampling,age_sampling_cat,litter_size,twin_status,sex_comp,date_reversal1,date_reversal2,type_adoption,genetic_mum_alive,social_rank_genetic_mum,surrogate_mum1_alive,social_rank_surrogate_mum1,surrogate_mum2_alive,social_rank_surrogate_mum2,date_adoption,social_rank_hyena_ID,prey_level,prey_level_imputed,sampling_month,season,total_parasite_load,Ancylostoma_egg_load,Ancylostoma_rich,Cystoisospora_oocyst_load,Cystoisospora_rich,Spirometra_egg_load,Spirometra_rich,Dipylidium_egg_load,Dipylidium_rich..includes.proglotids.visualization.info.,Trichuris_egg_load,Trichuris_rich,Taeniidae_egg_load,Taeniidae_rich,Spirurida_egg_load,Spirurida_rich,Mesocestoides_egg_load,Mesocestoides_rich,other_unidentified_taxa,other_rich,total_parasite_rich,total_parasite_rich_without_other,mucin,IgA,IgG,fGCM,lysozyme,lysozyme_detection,neopterin,neopterin_CV,extract_prepared_neopterin,date_neopterin,time_of_storage_neopterin,sample_ID.y,cortisol,AFR,LRS,age_death,Survival_Ad
P607,2/22/2011,B1892,intest_biomes,social_dyn_twins,P,F,8/30/2010,176,sampled_as_juvenile,twin,twin_dom,mixed,10.07.2010,NA,no_adoption,mum_alive,0.94,NA,NA,NA,NA,NA,NA,1,1,2,wet,2525,2525,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,9.443.104.835,1.675.843.608,3.966.897.456,39.194,0,0,2.637,< 5%,10. Jul 17,15-Dec-20,1254,ES1533,39.19,1132,1,NA,Yes
P608,2/22/2011,B1885,intest_biomes,twins,P,M,8/30/2010,176,sampled_as_juvenile,twin,twin_sub,mixed,10.07.2010,NA,no_adoption,mum_alive,0.94,NA,NA,NA,NA,NA,NA,1,1,2,wet,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,160.925.459,3.169.875.906,6.917.564.454,17.445,0,0,3.005,< 5%,10. Jul 17,15-Dec-20,1254,ES1532,17.45,NA,NA,NA,Yes
P616,07.04.2012,B3242,intest_biomes,adoptions,P,F,9/20/2010,653,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,-0.16,NA,NA,NA,NA,NA,NA,2,2,7,dry,15225,200,1,200,1,14800,1,0,0,0,0,0,0,0,0,0,0,25,1,4,3,7.366.295,2.772.552.531,6.689.320.029,33.52,0,0,19. Jun,< 5%,08. Feb 21,09. Feb 21,1,ES1749,33.52,1716,1,2187,Yes
P617,3/17/2011,B2250,intest_biomes,twins,P,M,12/15/2010,92,sampled_as_juvenile,twin,twin_dom,MM,NA,NA,no_adoption,mum_alive,-0.03,NA,NA,NA,NA,NA,NA,2,2,3,wet,25,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,1,1,1.233.163.803,3.822.324.015,72.264.835,24.505,0,0,3.266,< 5%,10. Jul 17,15-Dec-20,1254,ES1560,24.51,NA,NA,NA,No
P618,3/16/2011,B2198,intest_biomes,twins,P,M,12/15/2010,91,sampled_as_juvenile,twin,twin_sub,MM,NA,NA,no_adoption,mum_alive,-0.03,NA,NA,NA,NA,NA,NA,2,2,3,wet,3000,25,1,2925,1,0,0,0,0,0,0,0,0,0,0,50,1,0,0,3,3,1.102.925.378,3.894.113.812,2.859.300.822,22.95,0,0,5.923,< 5%,22. Jan 21,28. Jan 21,6,ES1558,22.95,NA,NA,NA,No
P632,11/17/2011,B2980,intest_biomes,social_dyn,P,F,2/18/2011,272,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,0.47,NA,NA,NA,NA,NA,NA,2,2,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,0,1927,Yes
P632,02.12.2015,B6492,intest_biomes,social_dyn,P,F,2/18/2011,1455,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,0,1927,Yes
P642,09.03.2016,B8097,intest_biomes,extreme_ranks,P,F,07.02.2011,1890,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,2,2,9,dry,4125,0,0,0,0,3800,1,0,0,0,0,0,0,0,0,0,0,325,1,2,1,2.741.933.568,5.362.344.949,6.645.397.804,53.805,0,0,Mai 77,5 - 10%,24. Feb 20,16-Dec-20,296,ES2405,53.81,1570,0,NA,Yes
P644,01.03.2017,B8751,intest_biomes,adoptions,P,F,09.10.2011,1942,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,NA,1,1,wet,17600,100,1,3225,1,14225,1,0,0,0,0,0,0,0,0,0,0,50,1,4,3,1.415.854.042,1.930.950.257,402.227.609,49.137,0,0,41.05,5 - 10%,22. Jan 21,28. Jan 21,6,ES2545,49.14,1825,0,NA,Yes
P657,09.03.2012,B3321,intest_biomes,adoptions,P,F,10/29/2011,310,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,0.12,NA,NA,NA,NA,NA,NA,2,2,9,dry,500,25,1,350,1,0,0,25,1,0,0,0,0,0,0,100,1,0,0,4,4,7.041.139.393,3.413.478.207,1.660.601.482,30.388,0,0,7.427,5 - 10%,08. Feb 21,09. Feb 21,1,ES1741,30.39,1789,1,NA,Yes
P667,8/17/2016,B7947,intest_biomes,social_dyn_extreme_ranks,P,F,05.05.2012,1565,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64,2,2,8,dry,725,0,0,0,0,725,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.228.266.656,8.836.833.249,8.680.021.977,63.593,0,0,12.915,< 5%,22. Jan 21,27. Jan 21,5,ES2379,63.59,1168,2,NA,Yes
P673,9/13/2012,B3354,intest_biomes,twins,P,F,05.05.2012,131,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,-1,NA,NA,NA,NA,NA,NA,2,2,9,dry,1825,1375,1,425,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,2,9.002.422.109,1.362.795.142,6.431.763.441,Nov 36,1.821.535,1,Mai 26,< 5%,16. Apr 20,16-Dec-20,244,ES1755,Nov 36,NA,NA,220,No
P674,9/13/2012,B3358,intest_biomes,twins,P,F,05.05.2012,131,sampled_as_juvenile,twin,twin_dom,FF,NA,NA,no_adoption,mum_alive,-1,NA,NA,NA,NA,NA,NA,2,2,9,dry,325,325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.065.955.963,1.782.652.836,9.450.417.474,39.605,8.701.082,1,Dez 87,< 5%,16. Apr 20,16-Dec-20,244,ES1756,39.61,NA,NA,305,No
P701,6/25/2013,B4285,intest_biomes,twins,P,F,2/16/2013,129,sampled_as_juvenile,twin,twin_dom,FF,5/31/2013,NA,no_adoption,mum_alive,-0.89,NA,NA,NA,NA,NA,NA,2,2,6,dry,2075,2050,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,2,2,1.004.813.678,4.937.805.915,6.082.630.877,44.71,0,0,17.47,5 - 10%,16. Apr 20,17-Dec-20,245,ES1818,44.71,1424,1,2497,Yes
P703,6/25/2013,B4290,intest_biomes,twins,P,F,2/16/2013,129,sampled_as_juvenile,twin,twin_sub,FF,5/31/2013,NA,no_adoption,mum_alive,-0.89,NA,NA,NA,NA,NA,NA,2,2,6,dry,325,250,1,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,105.150.746,1.025.047.738,4.107.418.359,41.1,0,0,Nov 67,< 5%,16. Apr 20,17-Dec-20,245,ES1819,41.1,NA,NA,403,No
P715,3/17/2014,B4940,intest_biomes,social_dyn,P,F,09.10.2013,188,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,0.64,NA,NA,NA,NA,NA,NA,2,2,3,wet,650,525,1,0,0,0,0,0,0,0,0,50,1,0,0,75,1,0,0,3,3,1.255.897.521,4.955.444.833,1.857.879.934,17.68,0,0,2.523,< 5%,16. Apr 20,17-Dec-20,245,ES1907,17.68,NA,NA,1174,Yes
P715,6/29/2016,B7715,intest_biomes,social_dyn,P,F,09.10.2013,1023,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,2,2,6,dry,475,25,1,0,0,450,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,500.190.662,4.736.025.658,2.240.194.548,19,0,0,8.454,5 - 10%,16. Apr 20,17-Dec-20,245,ES2324,19,NA,NA,1174,Yes
P750,01.05.2015,B6288,intest_biomes,social_dyn,P,F,5/28/2014,222,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,-0.89,NA,NA,NA,NA,NA,NA,1,1,1,wet,4575,1275,1,575,1,2300,1,75,1,NA,NA,25,1,125,1,200,1,0,0,7,7,9.661.835.443,4.794.383.076,1.959.865.011,25.48,0,0,3.897,5 - 10%,16. Apr 20,17-Dec-20,245,ES2013,25.48,1168,0,1633,Yes
P750,01.02.2017,B8742,intest_biomes,social_dyn,P,F,5/28/2014,950,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,NA,1,1,wet,31675,75,1,875,1,30725,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,412.891.058,9.614.340.693,1.464.785.513,23.946,0,0,4.433,< 5%,16. Apr 20,17-Dec-20,245,ES2543,23.95,1168,0,1633,Yes
P755,02.10.2015,B6477,intest_biomes,adoptions,P,F,11.05.2014,97,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,-0.32,NA,NA,NA,NA,NA,NA,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1314,0,NA,Yes
P772,9/14/2017,B9444,intest_biomes,social_dyn,P,F,6/30/2015,807,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,2,9,dry,50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.866.004.715,5.219.414.636,6.462.763.923,14.267,0,0,20.63,< 5%,16. Apr 20,17-Dec-20,245,ES2726,NA,NA,NA,NA,Yes
P774,10/19/2015,B7103,intest_biomes,twins,P,M,07.06.2015,105,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,-0.76,NA,NA,NA,NA,NA,NA,2,2,10,dry,12400,11400,1,875,1,125,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8.902.375.087,1.208.532.368,9.742.675.022,50.09,0.5561471,1,3.058,< 5%,16. Apr 20,17-Dec-20,245,ES2212,50.09,NA,NA,NA,No
P775,10/22/2015,B7118,intest_biomes,twins,P,F,07.06.2015,108,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,-0.76,NA,NA,NA,NA,NA,NA,2,2,10,dry,29000,6275,1,0,0,22700,1,25,1,0,0,0,0,0,0,0,0,0,0,3,3,7.669.529.207,5.381.114.901,3.114.796.227,31. Jul,0,0,Aug 29,< 5%,16. Apr 20,17-Dec-20,245,ES2216,31. Jul,NA,NA,126,No
P791,08.04.2016,B7901,intest_biomes,adoptions,P,F,1/21/2016,196,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,-0.09,NA,NA,NA,NA,NA,NA,2,2,8,dry,36225,0,0,0,0,35850,1,0,0,0,0,0,0,0,0,50,1,325,1,3,2,1.338.891.216,2512637.04,6.320.470.858,42.95,0,0,5.179,< 5%,22. Jan 21,28. Jan 21,6,ES2367,42.95,NA,NA,913,Yes
P795,09.12.2016,B8180,intest_biomes,adoptions,P,F,04.09.2016,156,sampled_as_juvenile,twin,twin_sub,mixed,8/13/2016,NA,joint_raising,mum_dead,NA,surrogate_mum1_alive,0.35,surrogate_mum2_alive,0.26,5/16/2016,NA,2,2,9,dry,25,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,1,1,8.812.304.374,690.716.618,7.924.783.001,60.585,0,0,20.93,5 - 10%,24. Feb 20,15-Dec-20,295,ES2424,60.59,NA,NA,NA,Yes
P795,11.09.2016,B8423,intest_biomes,adoptions_twins,P,F,04.09.2016,214,sampled_as_juvenile,twin,twin_sub,mixed,8/13/2016,NA,joint_raising,mum_dead,NA,surrogate_mum1_alive,0.32,surrogate_mum2_alive,0.27,5/16/2016,NA,2,2,11,wet,3250,2175,1,350,1,0,0,0,0,0,0,0,0,50,1,675,1,0,0,4,4,8.919.484.046,1.867.651.174,1.064.367.942,51.595,0,0,3.036,< 5%,08. Feb 21,09. Feb 21,1,ES2490,51.6,NA,NA,NA,Yes
P796,11.09.2016,B8427,intest_biomes,adoptions_twins,P,M,04.09.2016,214,sampled_as_juvenile,twin,twin_dom,mixed,8/13/2016,NA,joint_raising,mum_dead,NA,surrogate_mum1_alive,0.32,NA,NA,5/16/2016,NA,2,2,11,wet,11250,1400,1,175,1,9375,1,25,1,0,0,0,0,0,0,275,1,0,0,5,5,1.111.540.838,1.602.567.659,1.975.667.395,35.105,3.013.925,1,6.265,5 - 10%,08. Feb 21,09. Feb 21,1,ES2491,35.1,NA,NA,NA,Yes
P796,1/16/2017,B8833,intest_biomes,adoptions,P,M,04.09.2016,282,sampled_as_juvenile,twin,twin_dom,mixed,8/13/2016,NA,joint_raising,mum_dead,NA,surrogate_mum1_alive,0.33,NA,NA,5/16/2016,NA,NA,2,1,wet,9375,625,1,0,0,8750,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8.759.252.133,1.852.801.611,1.120.910.326,14.861,NA,NA,22.25,< 5%,24. Feb 20,09. Feb 21,351,ES2563,14.86,NA,NA,NA,Yes
P801,10/15/2016,B8390,intest_biomes,adoptions,P,M,5/29/2016,139,sampled_as_juvenile,twin,NA,mixed,NA,NA,no_adoption,mum_alive,0.1,NA,NA,NA,NA,NA,NA,2,2,10,dry,3125,2075,1,325,1,0,0,0,0,0,0,0,0,0,0,725,1,0,0,3,3,1.504.194.157,3.231.862.461,7.691.895.194,91.74,0,0,9.663,< 5%,08. Feb 21,09. Feb 21,1,ES2480,91.74,NA,NA,NA,Yes
P805,11/15/2016,B8452,intest_biomes,adoptions,P,F,5/29/2016,170,sampled_as_juvenile,twin,NA,mixed,NA,NA,no_adoption,mum_alive,0.15,NA,NA,NA,NA,NA,NA,1,1,11,wet,42250,3500,1,50,1,38500,1,100,1,0,0,0,0,100,1,0,0,0,0,5,5,7.924.311.865,3.563.891.194,3.421.968.916,21.985,113.215,1,3.393,5 - 10%,24. Feb 20,16-Dec-20,296,ES2498,21.99,NA,NA,NA,Yes
P809,11/15/2016,B8459,intest_biomes,adoptions,P,M,6/19/2016,149,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,0.75,NA,NA,NA,NA,NA,NA,1,1,11,wet,28625,175,1,25,1,28425,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.140.192.892,3.092.519.267,6.307.020.523,41.035,0,0,6.713,< 5%,24. Feb 20,16-Dec-20,296,ES2500,41.04,NA,NA,NA,Yes
P810,1/31/2017,B8861,intest_biomes,adoptions,P,M,06.11.2016,234,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,-0.74,NA,NA,NA,NA,NA,NA,NA,1,1,wet,425,200,1,75,1,150,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6.498.758.268,3.231.862.461,1.609.184.757,33.086,0,0,6.041,5 - 10%,08. Feb 21,09. Feb 21,1,ES2571,33.09,NA,NA,NA,Yes
P812,9/20/2016,B8276,intest_biomes,adoptions,P,F,06.11.2016,101,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,-0.76,NA,NA,NA,NA,NA,NA,1,1,9,dry,41850,2050,1,37300,1,2425,1,50,1,0,0,25,1,0,0,0,0,0,0,5,5,1.052.859.197,5.672.570.355,8.529.431.286,17. Apr,0,0,6.411,< 5%,24. Feb 20,16-Dec-20,296,ES2448,17. Apr,NA,NA,NA,Yes
P814,10/14/2016,B8366,intest_biomes,twins,P,F,7/22/2016,84,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,1,NA,NA,NA,NA,NA,NA,3,3,10,dry,650,75,1,175,1,400,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.040.124.773,7259642.14,1.179.859.443,337.624,38.293.577,1,26.96,5 - 10%,16. Apr 20,28. Jan 21,287,ES2474,337.62,NA,NA,NA,Yes
P815,10.10.2016,B8332,intest_biomes,twins,P,M,7/22/2016,80,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,1,NA,NA,NA,NA,NA,NA,2,2,10,dry,34500,9800,1,24675,1,0,0,0,0,0,0,25,1,0,0,0,0,0,0,3,3,4.713.832.369,5.701.785.013,1.006.002.963,28.913,4.325.197,1,33.49,< 5%,16. Apr 20,17-Dec-20,245,ES2464,28.91,NA,NA,NA,Yes
P816,10.09.2016,B8320,intest_biomes,adoptions,P,F,8/18/2016,52,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,0.19,NA,NA,NA,NA,NA,NA,2,2,10,dry,1075,625,1,425,1,0,0,0,0,0,0,25,1,0,0,0,0,0,0,3,3,3.448.755.762,6.499.436.461,436.558.335,70.635,2.285.851,1,27. Sep,5 - 10%,08. Feb 21,09. Feb 21,1,ES2461,70.64,NA,NA,111,No
P819,1/20/2017,B8846,intest_biomes,twins,P,F,08.10.2016,163,sampled_as_juvenile,twin,twin_dom,FF,2/14/2017,NA,no_adoption,mum_alive,-0.69,NA,NA,NA,NA,NA,NA,NA,3,1,wet,6425,0,0,0,0,6425,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,885.436.493,8.758.824.559,1.095.326.439,30.985,0,0,36.76,< 5%,16. Apr 20,17-Dec-20,245,ES2567,30.99,NA,NA,229,No
P819,3/15/2017,B9023,intest_biomes,twins,P,F,08.10.2016,217,sampled_as_juvenile,twin,twin_dom,FF,2/14/2017,NA,no_adoption,mum_alive,-0.68,NA,NA,NA,NA,NA,NA,NA,1,3,wet,5325,475,1,725,1,3500,1,0,0,0,0,0,0,0,0,625,1,0,0,4,4,9.986.351.572,8.976.316.751,8.052.867.665,41.187,49.543.867,1,6.247,< 5%,16. Apr 20,17-Dec-20,245,ES2610,41.19,NA,NA,229,No
P820,12/19/2016,B8718,intest_biomes,twins,P,F,08.10.2016,131,sampled_as_juvenile,twin,twin_sub,FF,2/14/2017,NA,no_adoption,mum_alive,-0.69,NA,NA,NA,NA,NA,NA,NA,1,12,wet,75,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.462.475.339,9.038.001.936,2.870.432.699,11.005,0,0,1.796,< 5%,16. Apr 20,17-Dec-20,245,ES2537,11,NA,NA,NA,Yes
P820,2/23/2017,B8964,intest_biomes,twins,P,F,08.10.2016,197,sampled_as_juvenile,twin,twin_sub,FF,2/14/2017,NA,no_adoption,mum_alive,-0.68,NA,NA,NA,NA,NA,NA,NA,1,2,wet,100,75,1,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.011.777.477,1.872.045.199,1.286.489.995,NA,0,0,30.22,5 - 10%,08. Feb 21,09. Feb 21,1,ES2603,NA,NA,NA,NA,Yes
P823,11/28/2016,B8589,intest_biomes,twins,P,F,09.02.2016,87,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,0.69,NA,NA,NA,NA,NA,NA,2,2,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132,0,NA,Yes
P823,01.03.2017,B8748,intest_biomes,adoptions,P,F,09.02.2016,123,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,0.69,NA,NA,NA,NA,NA,NA,NA,1,1,wet,15900,2250,1,75,1,13575,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7.818.194.805,2.969.342.878,9.789.747.291,43.299,0,0,2.467,< 5%,08. Feb 21,09. Feb 21,1,ES2544,43.3,1132,0,NA,Yes
P824,11/29/2016,B8601,intest_biomes,twins,P,F,09.02.2016,88,sampled_as_juvenile,twin,twin_dom,FF,NA,NA,no_adoption,mum_alive,0.69,NA,NA,NA,NA,NA,NA,1,1,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
P827,01.02.2017,B8738,intest_biomes,adoptions,P,F,09.05.2016,119,sampled_as_juvenile,twin,twin_sub,NA,NA,NA,adoption,mum_dead,NA,surrogate_mum1_alive,-0.18,NA,NA,NA,NA,NA,1,1,wet,4700,4575,1,0,0,0,0,50,1,0,0,25,1,25,1,25,1,0,0,5,5,121.389.157,4.544.810.269,3.755.397.906,155.553,0,0,29.47,< 5%,24. Feb 20,16-Dec-20,296,ES2542,155.55,NA,NA,146,No
P854,9/21/2017,B9474,intest_biomes,twins,P,M,5/29/2017,115,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,-0.21,NA,NA,NA,NA,NA,NA,NA,2,9,dry,400,350,1,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,2,2,7.267.902.454,5.943.253.424,2.712.627.223,19.85,0,0,3.971,< 5%,16. Apr 20,17-Dec-20,245,ES2734,19.85,NA,NA,NA,Yes
P857,9/21/2017,B9482,intest_biomes,twins,P,F,5/29/2017,115,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,-0.21,NA,NA,NA,NA,NA,NA,NA,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,No
